generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
89,60,73,75,75,81,88,73,86,59,93,71,56,7,106,16,78,98,90,75,75
90,60,73,75,75,76,88,73,86,59,93,71,56,7,106,21,78,98,90,87,75
91,60,73,75,75,85,88,73,86,59,93,71,73,7,106,38,78,98,90,87,76
92,60,73,75,75,85,88,73,86,59,93,71,73,7,106,42,78,98,90,87,78
93,60,73,75,75,85,88,73,86,59,93,71,73,7,114,42,78,98,90,87,78
94,58,73,75,75,85,88,73,86,59,93,71,73,7,114,38,78,98,90,87,78
95,58,73,75,75,85,88,73,86,59,93,71,73,7,111,38,72,97,90,87,78
96,59,73,75,75,85,88,73,86,59,93,71,73,7,111,38,72,97,90,87,78
97,59,73,75,75,85,88,73,86,59,93,71,73,7,111,38,72,97,90,87,76
98,65,73,75,75,85,88,73,86,59,93,71,73,7,111,51,72,97,90,87,76
99,65,72,75,75,85,88,73,86,59,93,71,73,7,111,51,72,97,90,90,76
100,65,72,75,75,85,88,75,86,59,93,71,73,7,111,51,72,100,90,90,76
